ROL3,Language,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
gde,Gude,2,4,N,4,,1999-2007,1974-1995,N,Y,gde,6,Islam
gdu,Gudu,1,1,Y,1,,,,N,Y,,6,Islam
gdf,Guduf-Gava,2,1,Y,3,,,1966,Y,Y,,6,Islam
gie,Guebie,1,4,N,1,,,,N,N,,4,Ethnic Religions
gdc,Gugu Badhun,,,N,0,,,,N,N,,,
ghs,Guhu-Samane,1,5,N,4,,1975-1983,1966-2000,N,Y,953,1,Christianity
gcr,Guianese French Creole,2,4,N,3,,,2007,N,Y,,1,Christianity
pov,Guinea-Bissau Creole,6,4,N,5,1999,1989,1979,Y,Y,,1,Christianity
gus,Guinean Sign Language,1,,N,1,,,,N,N,,6,Islam
gqi,Guiqiong,1,1,Y,1,,,,N,N,,2,Buddhism
guj,Gujarati,795,1,Y,5,1823-2019,1820-1985,1809-1965,Y,Y,guj,5,Hinduism
gju,Gujari,42,1,Y,0,,,,N,Y,,6,Islam
glu,Gula,1,4,N,1,,,,N,N,,6,Islam
kcm,Gula,2,5,N,3,,,1978-1980,N,N,,6,Islam
glj,Gula Iro,1,2,N,2,,,,N,Y,,1,Christianity
gmb,Gula'alaa,1,5,N,2,,,,N,Y,,1,Christianity
gvl,Gulay,1,4,N,4,,2004-2006,1956,N,N,815,1,Christianity
gly,Gule,,,N,0,,,,N,N,,,
gmu,Gumalu,1,5,N,1,,,,N,N,,1,Christianity
gnn,Gumatj,1,4,N,4,,1985,1977-1979,N,Y,,4,Ethnic Religions
gvs,Gumawana,1,5,N,4,,2019,1992-1999,N,Y,,1,Christianity
guk,Gumuz,3,5,N,4,,2003,Yes,Y,Y,,4,Ethnic Religions
guw,Gun,5,4,N,5,1923,1892-1919,1886-1910,Y,Y,,1,Christianity
gdi,Gundi,2,5,N,1,,,,N,N,,4,Ethnic Religions
rub,Gungu,1,4,N,4,,2017,1998-2009,Y,N,rub,1,Christianity
gup,Gunwinggu,3,5,N,4,,2018,1942-1993,N,Y,,1,Christianity
gpa,Gupa-Abawa,1,1,Y,1,,,,N,N,,6,Islam
guf,Gupapuyngu,1,5,N,3,,,1967-1977,N,Y,,1,Christianity
hac,Gurani,2,1,Y,3,,,2014,Y,Y,,6,Islam
gdj,Gurdjar,,,N,0,,,,N,N,,,
gnr,Gureng Gureng,,,N,0,,,,N,N,,,
ggg,Gurgula,14,1,Y,0,,,,N,Y,,6,Islam
gue,Gurindji,1,5,N,3,,,1981-1986,N,Y,,4,Ethnic Religions
gjr,Gurindji Kriol,1,4,N,1,,,,N,N,,1,Christianity
gvm,Gurmana,1,4,N,0,,,,N,N,,6,Islam
goa,Guro,1,4,N,5,1979,1956-1968,1951-1961,Y,Y,,4,Ethnic Religions
gge,Gurr-goni,1,4,N,1,,,,N,N,,4,Ethnic Religions
gvr,Gurung,3,2,N,4,,1982-2020,1972-2010,Y,Y,,2,Buddhism
grd,Guruntum-Mbaaru,1,1,Y,0,,,,N,Y,,6,Islam
gsl,Gusilay,1,1,Y,2,,,,N,N,,6,Islam
kky,Guugu Yimidhirr,1,4,N,3,,,1940,N,Y,,4,Ethnic Religions
gka,Guya,1,5,N,1,,,,N,N,,1,Christianity
gyn,Guyanese English Creole,6,5,N,3,,,2010-2011,Y,N,,1,Christianity
ngs,Gvoko,2,2,N,1,,,,N,Y,,4,Ethnic Religions
gwb,Gwa,1,1,Y,1,,,,N,N,,4,Ethnic Religions
dah,Gwahatike,1,5,N,4,,1999-2013,1992,N,N,939,1,Christianity
jgk,Gwak,1,4,N,3,,,1940-2013,Y,Y,,6,Islam
kmq,Gwama,1,1,Y,3,,,2014,N,Y,,6,Islam
bga,Gwamhi-Wuri,,,N,0,,,,N,Y,,,
gwn,Gwandara,1,1,Y,2,,,,N,Y,,4,Ethnic Religions
grw,Gweda,,,N,0,,,,N,N,,,
gwe,Gweno,1,5,N,0,,,,N,N,,1,Christianity
gwr,Gwere,1,5,N,4,,2017,2005-2010,Y,Y,,1,Christianity
gwj,Gwi,1,4,N,1,,,,N,Y,,4,Ethnic Religions
gwi,Gwich'in,2,4,N,5,1898,1886-2010,1873-1986,N,Y,600,1,Christianity
gyz,Gyaazi,1,1,Y,3,,,2012-2013,Y,Y,,6,Islam
gyo,Gyalsumdo,,,N,0,,,,N,N,,,
gyi,Gyele,1,4,N,3,,,1969-1987,N,N,,4,Ethnic Religions
gye,Gyem,1,4,N,1,,,,N,Y,,4,Ethnic Religions
kdm,Gyong,1,5,N,1,,,,N,Y,,1,Christianity
haq,Ha,1,4,N,3,,,1960-1962,Y,Y,,1,Christianity
hbu,Habun,1,4,N,1,,,,N,N,,1,Christianity
hdy,Hadiyya,1,5,N,4,,1992-1993,1935,Y,Y,,1,Christianity
hts,Hadza,1,1,Y,2,,,,N,Y,,4,Ethnic Religions
aek,Haeke,,,N,0,,,,N,N,,,
hah,Hahon,1,5,N,1,,,,N,Y,,1,Christianity
hdn,"Haida, Northern",,,N,3,,,1891-1899,N,Y,,,
hax,"Haida, Southern",,,N,0,,,,N,N,,,
hgw,Haigwai,1,5,N,1,,,,N,Y,,1,Christianity
hgm,Haiom,3,4,N,2,,,,N,Y,,4,Ethnic Religions
haf,Haiphong Sign Language,,,N,0,,,,N,N,,,
has,Haisla,1,4,N,0,,,,N,Y,,1,Christianity
hat,Haitian Creole,14,5,N,5,1985-2003,1951-1999,1927-1996,Y,Y,hat,1,Christianity
hvc,Haitian Vodoun Culture Language,,,N,0,,,,N,N,,,
hji,Haji,1,1,Y,1,,,,N,N,,6,Islam
haj,Hajong,4,1,Y,3,,,2010-2011,Y,Y,,5,Hinduism
hao,Hako,1,5,N,1,,,,N,N,,1,Christianity
hal,Halang,2,4,N,3,,,1970-1984,N,Y,,4,Ethnic Religions
hld,Halang Doan,2,4,N,0,,,,N,Y,,4,Ethnic Religions
hlb,Halbi,78,1,Y,4,,2002-2017,1989-1998,Y,Y,,5,Hinduism
hla,Halia,1,5,N,4,,1978-2020,1970-1976,Y,Y,955,1,Christianity
hur,Halkomelem,2,4,N,0,,,,N,Y,,1,Christianity
hmu,Hamap,1,4,N,1,,,,N,N,,1,Christianity
hba,Hamba,1,4,N,1,,,,N,N,,1,Christianity
amf,Hamer-Banna,2,1,Y,4,,2014,Yes,Y,Y,,4,Ethnic Religions
hmt,Hamtai,1,5,N,4,,1974-2013,1963,N,Y,,1,Christianity
haa,Han,,,N,0,,,,N,Y,,,
hag,Hanga,1,4,N,4,,1983,1982,Y,Y,hag,4,Ethnic Religions
wos,Hanga Hundi,1,5,N,4,,1997,Yes,N,N,,1,Christianity
han,Hangaza,1,5,N,3,,,1938,N,N,,1,Christianity
hni,Hani,8,1,Y,3,,,2016,Y,Y,,4,Ethnic Religions
lml,Hano,1,5,N,4,,1930,1908-1989,Y,Y,,1,Christianity
hab,Hanoi Sign Language,1,,N,3,,,2015-2019,N,N,,2,Buddhism
hnn,Hanunoo,1,1,Y,4,,1985-1995,1963-1981,N,Y,,4,Ethnic Religions
har,Harari,1,1,Y,3,,,Yes,N,Y,,6,Islam
hro,Haroi,1,1,Y,3,,,1971-1983,N,Y,,4,Ethnic Religions
hoj,Haroti,152,1,Y,4,,1821-1822,Yes,Y,Y,,5,Hinduism
hss,Harsusi,,,N,0,,,,N,N,,,
tmd,Haruai,1,5,N,4,,2010-2016,Yes,N,Y,tmd,4,Ethnic Religions
hrk,Haruku,1,1,Y,0,,,,N,N,,6,Islam
bgc,Haryanvi,349,1,Y,4,,2017-2020,2001,Y,Y,,5,Hinduism
hrz,Harzani,1,1,Y,0,,,,N,N,,6,Islam
ybj,Hasha,1,4,N,1,,,,N,Y,,4,Ethnic Religions
had,Hatam,1,4,N,5,2009,1993,1982-1998,N,Y,,1,Christianity
hau,Hausa,27,1,Y,5,1932-2020,1880-1965,1857-1988,Y,Y,71,6,Islam
hsl,Hausa Sign Language,,,N,1,,,,N,N,,,
yuf,Havasupai-Walapai-Yavapai,1,5,N,3,,,1934-1980,N,Y,,1,Christianity
hvk,Haveke,1,5,N,0,,,,N,N,,1,Christianity
hav,Havu,1,5,N,3,,,2022,Y,Y,,1,Christianity
hwc,Hawaii Pidgin,1,4,N,5,2019-2020,2000,1997,Y,N,76,1,Christianity
hps,Hawaii Sign Language,,,N,0,,,,N,N,,,
haw,Hawaiian,,,N,5,1838-2012,1832-1836,1828-1976,Y,Y,,,
hvn,Hawu,1,2,N,4,,2000,1976-1997,Y,Y,,4,Ethnic Religions
hay,Haya,2,5,N,5,2001-2002,1930-1968,1920-1986,Y,Y,,1,Christianity
haz,Hazaragi,9,1,Y,3,,,2008-2015,Y,Y,,6,Islam
xed,Hdi,2,5,N,4,,2013-2020,2004-2005,Y,N,1149,6,Islam
heb,Hebrew,11,1,Y,4,,2010,1477-2010,Y,Y,380,4,Ethnic Religions
hbo,"Hebrew, Ancient",,,N,3,,,2007,N,N,904,,
heh,Hehe,1,5,N,4,,1999-2009,2000-2009,Y,Y,heh,1,Christianity
hbn,Heiban,1,4,N,4,,1966,1931-1955,Y,Y,,1,Christianity
hei,Heiltsuk,1,5,N,0,,,,N,Y,,1,Christianity
auk,Heiyoho,1,5,N,1,,,,N,Y,,1,Christianity
heg,Helong,1,4,N,4,,2011,2002-2004,N,Y,1045,1,Christianity
nix,Hema,1,5,N,3,,,2009,Y,Y,,1,Christianity
hem,Hemba,1,5,N,3,,,2003,Y,N,,1,Christianity
hed,Herde,1,5,N,4,,1980,Yes,N,Y,,1,Christianity
her,Herero,3,4,N,5,1987-1997,1878-1912,1875-1912,Y,Y,,1,Christianity
llf,Hermit,,,N,0,,,,N,N,,,
hrt,Hertevin,1,3,N,0,,,,N,N,,1,Christianity
ham,Hewa,1,5,N,3,,,1985-2019,N,N,,1,Christianity
hid,Hidatsa,1,3,N,3,,,1895-1911,N,Y,,1,Christianity
mba,Higaonon,1,4,N,4,,2009,1987,N,N,,4,Ethnic Religions
hij,Hijuk,1,3,N,1,,,,N,N,,1,Christianity
hil,Hiligaynon,2,5,N,5,1912-2014,1903-1995,1900-1953,Y,Y,10,1,Christianity
hir,Himarima,1,2,N,1,,,,N,N,,4,Ethnic Religions
hin,Hindi,1889,1,Y,5,1835-2019,1811-1998,1806-1962,Y,Y,820,5,Hinduism
hif,"Hindi, Fiji",3,5,N,4,,2002,Yes,Y,Y,,5,Hinduism
hno,"Hindko, Northern",410,1,Y,3,,,1929-2019,Y,Y,,6,Islam
hnd,"Hindko, Southern",440,1,Y,3,,,2022,Y,Y,,6,Islam
hii,Hinduri,3,1,Y,0,,,,N,Y,,5,Hinduism
hns,"Hindustani, Sarnami",5,4,N,4,,1997-2011,1980-1993,Y,Y,593,5,Hinduism
gin,Hinukh,1,1,Y,1,,,,N,N,,6,Islam
htu,Hitu,1,1,Y,1,,,,N,N,,6,Islam
hiw,Hiw,1,5,N,3,,,1894-1900,N,N,,1,Christianity
hix,Hixkaryana,1,5,N,4,,1976-2010,1966,Y,Y,587,1,Christianity
lic,Hlai,4,1,Y,3,,,2015,Y,Y,,4,Ethnic Religions
hle,Hlersu,1,4,N,1,,,,N,N,,4,Ethnic Religions
hmr,Hmar,47,3,N,5,1968-2016,1946-1977,1920-1953,Y,Y,hmr,1,Christianity
mww,Hmong Daw,10,4,N,5,1997-2011,1975-1984,1922-1984,Y,Y,1269,4,Ethnic Religions
hmv,Hmong Do,1,,N,1,,,,N,N,,,
hmf,Hmong Don,1,,N,0,,,,N,N,,,
hnj,Hmong Njua,10,4,N,5,2000-2011,Yes,Yes,N,Y,1216,4,Ethnic Religions
mrk,Hmwaveke,1,5,N,3,,,1990,N,N,,1,Christianity
hoc,Ho,109,1,Y,4,,1991-1997,1915-1987,Y,Y,,9,Unknown
hos,Ho Chi Minh City Sign Language,,,N,3,,,2018-2019,N,N,,,
win,Ho-Chunk,1,4,N,3,,,1907,N,Y,,1,Christianity
hoa,Hoava,1,5,N,1,,,,N,Y,,1,Christianity
hoh,Hobyot,2,1,Y,0,,,,N,N,,6,Islam
yau,Hodi,1,5,N,3,,,1999,N,N,,4,Ethnic Religions
bcs,Hohumono,1,4,N,2,,,,N,Y,,1,Christianity
hhi,Hoia Hoia,1,4,N,1,,,,N,N,,4,Ethnic Religions
hoi,Holikachuk,,,N,0,,,,N,N,,,
hoy,Holiya,3,1,Y,4,,2020,Yes,N,Y,,5,Hinduism
hoo,Holoholo,1,4,N,3,,,1948,N,Y,,1,Christianity
hol,Holu,2,4,N,3,,,1943-1956,N,Y,,1,Christianity
hds,Honduran Sign Language,1,,N,3,,,2021,N,N,,1,Christianity
juh,Hone,1,2,N,0,,,,N,N,,6,Islam
hks,Hong Kong Sign Language,2,,N,2,,,,N,N,,4,Ethnic Religions
how,Honi,2,4,N,3,,,2018,Y,Y,,4,Ethnic Religions
hop,Hopi,1,4,N,4,,1972-2012,1929-1962,N,Y,595,1,Christianity
hoe,Horom,1,4,N,2,,,,N,Y,,4,Ethnic Religions
ero,Horpa,1,1,Y,0,,,,N,N,,2,Buddhism
hov,Hovongan,1,1,Y,2,,,,N,N,,4,Ethnic Religions
hhy,Hoyahoya,1,5,N,0,,,,N,N,,4,Ethnic Religions
hoz,Hozo,1,4,N,0,,,,N,N,,6,Islam
hpo,Hpon,,,N,0,,,,N,N,,,
hra,Hrangkhol,2,2,N,5,2006-2008,1997,Yes,N,Y,1018,5,Hinduism
hre,Hre,1,4,N,5,2019,1993-2015,1967-1975,Y,Y,,4,Ethnic Religions
hru,Hruso,3,3,N,2,,,,N,Y,,5,Hinduism
huo,Hu,1,1,Y,1,,,,N,N,,2,Buddhism
huc,Hua,,,N,0,,,,N,Y,,,
hug,Huachipaeri,1,4,N,3,,,1959,N,N,,4,Ethnic Religions
var,Huarijio,1,3,N,4,,2014-2016,1995,N,Y,1347,1,Christianity
hus,Huastec,3,3,N,4,,1970-2017,1953-2000,Y,Y,848,1,Christianity
hud,Huaulu,1,1,Y,1,,,,N,N,,4,Ethnic Religions
hve,"Huave, San Dionisio del Mar",1,4,N,0,,,,N,Y,,1,Christianity
hue,"Huave, San Francisco del Mar",1,5,N,0,,,,N,Y,,1,Christianity
huv,"Huave, San Mateo del Mar",1,4,N,4,,1972-2009,1953-1995,Y,Y,241,1,Christianity
hvv,"Huave, Santa Maria del Mar",1,5,N,0,,,,N,Y,,1,Christianity
hch,Huichol,2,1,Y,5,2020,1967-2009,1958-2003,Y,Y,830,4,Ethnic Religions
huh,Huilliche,1,5,N,0,,,,N,Y,,1,Christianity
hul,Hula,1,5,N,4,,1954-1981,1949,N,Y,,1,Christianity
huy,Hulaula,2,1,Y,0,,,,N,N,,4,Ethnic Religions
hui,Huli,1,5,N,5,2002,1983,1965-1996,Y,Y,,1,Christianity
huf,Humene,1,5,N,1,,,,N,Y,,1,Christianity
hut,Humla,11,1,Y,0,,,,N,Y,,5,Hinduism
hke,Hunde,1,5,N,4,,1987,1930-1935,Y,Y,,1,Christianity
hnu,Hung,2,4,N,0,,,,N,N,,4,Ethnic Religions
hum,Hungana,1,4,N,3,,,1920-1935,Y,Y,,1,Christianity
hun,Hungarian,32,4,N,5,1552-2014,1541-2003,1533-1988,Y,Y,920,1,Christianity
hsh,Hungarian Sign Language,1,,N,3,,,2018,N,N,,1,Christianity
hng,Hungu,1,5,N,1,,,,N,N,,1,Christianity
hkk,Hunjara-Kaina Ke,1,5,N,3,,,2005-2019,Y,Y,,1,Christianity
hrx,Hunsrik,1,3,N,2,,,,N,N,,1,Christianity
huz,Hunzib,2,1,Y,0,,,,N,Y,,6,Islam
hup,Hupa,,,N,0,,,,N,Y,,,
jup,Hupde,2,2,N,2,,,,N,Y,,4,Ethnic Religions
hap,Hupla,1,4,N,5,2014,1994,1993,N,N,,1,Christianity
geh,Hutterisch,2,5,N,3,,,2008-2009,N,N,,1,Christianity
hwo,Hwana,1,5,N,3,,,2013,Y,Y,,1,Christianity
hya,Hya,2,3,N,0,,,,N,N,,1,Christianity
jab,Hyam,1,5,N,4,,2017,1921-1923,Y,Y,,1,Christianity
scp,Hyolmo,5,1,Y,4,,2000,2002,N,Y,,2,Buddhism
iwk,I-Wak,1,4,N,3,,,Yes,N,N,,4,Ethnic Religions
iai,Iaai,1,4,N,5,1901,1878,1868-1891,N,Y,,1,Christianity
yml,Iamalele,1,5,N,4,,1984-2015,1976,N,Y,1027,1,Christianity
fun,Iate,1,2,N,3,,,1968,N,Y,,4,Ethnic Religions
ian,Iatmul,1,5,N,4,,1975-2013,1965,N,Y,968,1,Christianity
tmu,Iau,1,4,N,3,,,1985-2005,N,N,,1,Christianity
cen,Ibaas,1,5,N,4,,2019,2012,Y,N,,1,Christianity
ibl,Ibaloi,1,4,N,4,,1978,1965,Y,Y,,4,Ethnic Religions
iba,Iban,4,5,N,5,1988-2011,1933-1952,1864-1968,Y,Y,171,4,Ethnic Religions
ibg,Ibanag,1,5,N,4,,1911-1989,1907-1989,Y,Y,,1,Christianity
iby,Ibani,1,5,N,3,,,1870-1985,N,Y,,1,Christianity
ivb,Ibatan,1,5,N,4,,1996,1981-1986,N,Y,1322,1,Christianity
ibb,Ibibio,4,5,N,4,,2020,Yes,Y,Y,,1,Christianity
ibn,Ibino,1,5,N,1,,,,N,N,,1,Christianity
ibu,Ibu,1,4,N,0,,,,N,N,,4,Ethnic Religions
ibr,Ibuoro,1,5,N,1,,,,N,N,,1,Christianity
isl,Icelandic,7,4,N,5,1584-1994,1540-1979,1945-1995,Y,Y,isl,1,Christianity
icl,Icelandic Sign Language,1,,N,1,,,,N,N,,1,Christianity
bec,Iceve-Maci,2,4,N,2,,,,N,Y,,4,Ethnic Religions
dbj,Ida'an,1,4,N,3,,,1986-2016,N,Y,,4,Ethnic Religions
idt,Idate,1,3,N,1,,,,N,N,,1,Christianity
ide,Idere,1,5,N,1,,,,N,N,,1,Christianity
ids,Idesa,1,4,N,1,,,,N,N,,4,Ethnic Religions
idi,Idi,1,5,N,1,,,,N,Y,,1,Christianity
mft,Idio,1,5,N,1,,,,N,N,,1,Christianity
idu,Idoma,3,5,N,5,2014,1970,1927-1957,Y,Y,,1,Christianity
clk,Idu-Mishmi,1,2,N,3,,,2000,N,Y,,5,Hinduism
viv,Iduna,1,5,N,4,,1983-2015,1973,N,Y,1235,1,Christianity
ife,Ife,3,5,N,4,,2009-2019,1995,Y,Y,ife,4,Ethnic Religions
ifa,"Ifugao, Amganad",1,4,N,5,2014,1980-2002,1962-2000,Y,Y,1356,4,Ethnic Religions
ifb,"Ifugao, Batad",1,4,N,5,2010-2018,1977,1962-1965,N,Y,,4,Ethnic Religions
ifu,"Ifugao, Mayoyao",1,5,N,4,,2004-2012,1994-1999,Y,Y,1330,4,Ethnic Religions
ifk,"Ifugao, Tuwali",1,4,N,5,2004-2005,1991,1915-1993,N,Y,,4,Ethnic Religions
igl,Igala,1,4,N,5,1970-2019,1935-1948,1924-1958,Y,Y,,1,Christianity
igg,Igana,1,5,N,1,,,,N,N,,1,Christianity
ibo,Igbo,9,5,N,5,1906-2019,1900-1981,1860-1950,Y,Y,77,1,Christianity
ige,Igede,1,4,N,5,2013,1981,1937,Y,Y,,1,Christianity
ign,Ignaciano,1,4,N,4,,1980-2012,1967,N,Y,245,4,Ethnic Religions
ahl,Igo,1,5,N,4,,2014,2001-2005,N,Y,,1,Christianity
nar,Iguta,1,4,N,1,,,,N,Y,,4,Ethnic Religions
igw,Igwe,1,4,N,1,,,,N,N,,4,Ethnic Religions
ihp,Iha,1,4,N,1,,,,N,Y,,1,Christianity
ihb,Iha Based Pidgin,,,N,0,,,,N,N,,,
ihi,Ihievbe,1,4,N,1,,,,N,N,,1,Christianity
ijs,"Ijo, Southeast",1,5,N,5,1956,1927,1886-1943,Y,Y,,1,Christianity
ikx,Ik,2,4,N,3,,,2014,N,Y,,1,Christianity
ikk,Ika,1,5,N,5,2010-2018,2011,Yes,Y,Y,1296,1,Christianity
ikz,Ikizu,1,4,N,3,,,2009-2021,Y,N,,4,Ethnic Religions
iki,Iko,1,4,N,2,,,,N,Y,,1,Christianity
meb,Ikobi,2,5,N,2,,,,N,N,,1,Christianity
ntk,Ikoma-Nata-Isenye,1,5,N,4,,2022,2009-2015,Y,Y,,1,Christianity
txi,Ikpeng,1,1,Y,1,,,,N,N,,4,Ethnic Religions
ikp,Ikpeshi,1,4,N,2,,,,Y,N,,4,Ethnic Religions
kpo,Ikposo,2,5,N,3,,,2014,Y,Y,,1,Christianity
ikv,Iku-Gora-Ankwa,1,1,Y,2,,,,N,N,,4,Ethnic Religions
ikl,Ikulu,1,4,N,1,,,,N,N,,4,Ethnic Religions
ikw,Ikwere,1,2,N,4,,2010,Yes,N,Y,1190,4,Ethnic Religions
iqw,Ikwo,1,5,N,5,2014,1980-2001,Yes,Y,Y,iqw,1,Christianity
ilb,Ila,1,5,N,4,,1915-2017,1907-1937,Y,Y,888,1,Christianity
ila,Ile Ape,1,1,Y,3,,,2022,Y,N,,6,Islam
ili,Ili Turki,2,1,Y,0,,,,N,N,,6,Islam
ilu,Iliuun,1,2,N,1,,,,N,Y,,4,Ethnic Religions
ilo,Ilocano,4,5,N,5,1909-2002,1903-1906,1899-1965,Y,Y,782,1,Christianity
ilv,Ilue,1,4,N,0,,,,N,N,,1,Christianity
imo,Imbongu,1,5,N,4,,1997-2014,1990,Y,Y,1009,1,Christianity
imn,Imonda,1,5,N,1,,,,N,N,,1,Christianity
imt,Imotong,1,4,N,1,,,,N,N,,1,Christianity
imr,Imroing,1,4,N,0,,,,N,N,,1,Christianity
abx,Inabaknon,1,5,N,4,,1996,1981,N,N,1091,1,Christianity
dul,Inagta Alabat,1,4,N,0,,,,N,N,,1,Christianity
mzu,Inapang,2,5,N,3,,,2007-2012,N,N,,1,Christianity
inp,Inapari,,,N,0,,,,N,N,,,
ins,Indian Sign Language,,,N,0,,,,N,N,,,
idb,Indo-Portuguese,19,3,N,4,,1826-1852,1819-1851,N,N,,1,Christianity
ind,Indonesian,26,5,N,5,1963-2017,1968-2000,1955-1968,Y,Y,27,6,Islam
inl,Indonesian Sign Language,1,,N,2,,,,N,N,,6,Islam
mfp,"Indonesian, Makassar",,,N,1,,,,N,N,,,
pea,"Indonesian, Peranakan",1,2,N,0,,,,N,N,,4,Ethnic Religions
idr,Indri,1,4,N,0,,,,N,N,,6,Islam
inz,Ineseno,,,N,0,,,,N,N,,,
inb,Inga,2,4,N,4,,1996-2009,1971-1987,N,N,1103,1,Christianity
inj,"Inga, Jungle",1,4,N,0,,,,N,Y,,4,Ethnic Religions
izh,Ingrian,,,N,0,,,,N,N,,,
inh,Ingush,3,1,Y,3,,,2005-2021,Y,N,,6,Islam
jat,Inku,,,N,0,,,,N,Y,,,
moe,Innu,1,5,N,4,,1990-2004,1980-1986,Y,Y,,1,Christianity
ino,Inoke-Yate,1,5,N,4,,1992-2013,1968-1987,N,Y,951,1,Christianity
loc,Inonhan,1,5,N,4,,2000,Yes,Y,N,,1,Christianity
ior,Inor,1,4,N,3,,,2022,Y,Y,,6,Islam
aij,Inter-Zab Jewish Neo-Aramaic,1,1,Y,0,,,,N,N,,4,Ethnic Religions
ils,International Sign,,,N,0,,,,N,N,,,
int,Intha,1,1,Y,2,,,,N,Y,,2,Buddhism
ikt,Inuinnaqtun,1,3,N,3,,,1920-2021,N,Y,,1,Christianity
iks,Inuit Sign Language,,,N,0,,,,N,N,,,
ike,"Inuktitut, Eastern Canadian",1,5,N,5,1826-2012,1871-1993,1810-1990,Y,Y,803,1,Christianity
esi,"Inupiatun, North Alaskan",2,5,N,4,,1968-2012,1920-1964,N,Y,1415,1,Christianity
esk,"Inupiatun, Northwest Alaska",1,3,N,4,,1997-2010,1980-2016,N,Y,304,1,Christianity
iow,Iowa-Oto,,,N,0,,,,N,Y,,,
ipo,Ipiko,1,5,N,2,,,,N,Y,,1,Christianity
ipi,Ipili,1,5,N,4,,2008-2014,1978,Y,N,1020,1,Christianity
ass,Ipulo,1,4,N,3,,,1998,N,Y,,1,Christianity
iqu,Iquitu,1,1,Y,3,,,1963-2002,N,Y,,4,Ethnic Religions
irr,Ir,1,1,Y,1,,,,N,Y,,4,Ethnic Religions
psc,Iranian Sign Language,1,,N,3,,,2020,Y,N,,6,Islam
irn,Irantxe,1,5,N,0,,,,N,Y,,4,Ethnic Religions
ilm,Iranun,1,1,Y,1,,,,N,N,,6,Islam
ilp,Iranun,1,1,Y,3,,,2021,Y,Y,,6,Islam
irk,Iraqw,1,5,N,5,2004-2011,1977,1957-1996,Y,Y,,4,Ethnic Religions
irh,Irarutu,1,4,N,3,,,1992-2000,N,N,,1,Christianity
iry,Iraya,1,4,N,4,,1991,1966-1981,N,Y,,4,Ethnic Religions
gle,Irish,4,3,N,5,1685-1981,1602-1951,1913-1976,Y,Y,554,1,Christianity
isg,Irish Sign Language,1,,N,1,,,,N,N,,1,Christianity
iru,Irula,2,1,Y,3,,,2001-2013,Y,Y,,5,Hinduism
isa,Isabi,1,5,N,1,,,,N,N,,1,Christianity
ksi,Isaka,1,5,N,0,,,,N,Y,,1,Christianity
isn,Isanzu,1,4,N,2,,,,N,Y,,4,Ethnic Religions
isc,Isconahua,,,N,0,,,,N,N,,,
igo,Isebe,1,5,N,1,,,,N,N,,1,Christianity
its,Isekiri,1,5,N,5,2005-2010,1985,1974-1985,Y,Y,,1,Christianity
isk,Ishkashimi,2,1,Y,0,,,,N,Y,,6,Islam
inn,Isinay,1,4,N,3,,,Yes,N,N,,1,Christianity
srl,Isirawa,2,4,N,4,,2005,1977-1992,N,Y,,1,Christianity
icr,Islander English Creole,1,5,N,4,,2015,1999-2009,Y,Y,icr,1,Christianity
isd,Isnag,1,4,N,4,,1980-2005,1961,Y,Y,1331,4,Ethnic Religions
iso,Isoko,1,5,N,5,1977,1970,1920-1932,Y,Y,,1,Christianity
isr,Israeli Sign Language,1,,N,3,,,2020,N,N,,4,Ethnic Religions
ist,Istriot,1,3,N,1,,,,N,N,,1,Christianity
isu,Isu,1,5,N,1,,,,N,Y,,1,Christianity
szv,Isu,1,5,N,3,,,1843-1852,N,Y,,1,Christianity
ita,Italian,65,3,N,5,1471-2014,1530-2000,1531-1984,Y,Y,92,1,Christianity
ise,Italian Sign Language,1,,N,1,,,,N,N,,1,Christianity
uta,Itang,1,4,N,2,,,,N,Y,,1,Christianity
itv,Itawit,2,5,N,4,,1992-2009,1978-1981,Y,Y,,1,Christianity
itl,Itelmen,,,N,3,,,1996-2013,N,N,,,
etx,Iten,1,5,N,4,,2018,1940,Y,Y,,1,Christianity
ite,Itene,1,3,N,0,,,,N,Y,,1,Christianity
itx,Itik,1,4,N,1,,,,N,N,,1,Christianity
itb,"Itneg, Binongan",1,2,N,3,,,1966-1967,N,N,,4,Ethnic Religions
iti,"Itneg, Inlaud",1,4,N,2,,,,N,Y,,4,Ethnic Religions
itt,"Itneg, Maeng",1,5,N,2,,,,N,Y,,1,Christianity
tis,"Itneg, Masadiit",1,5,N,2,,,,N,Y,,4,Ethnic Religions
ity,"Itneg, Moyadan",1,5,N,2,,,,N,Y,,1,Christianity
itw,Ito,1,5,N,1,,,,N,N,,1,Christianity
ito,Itonama,,,N,3,,,1967-1969,N,Y,,,
itm,Itu Mbon Uzo,1,4,N,1,,,,N,N,,1,Christianity
itz,Itza',,,N,0,,,,N,Y,,,
ium,Iu Mien,13,1,Y,5,2007-2008,1975-1991,1932-1996,Y,Y,246,4,Ethnic Religions
ivv,Ivatan,1,5,N,4,,1984-2016,1960-2006,Y,Y,1315,1,Christianity
atg,Ivbie North-Okpela-Arhe,1,5,N,4,,2012-2015,2009-2012,Y,Y,atg,1,Christianity
ibd,Iwaidja,1,4,N,3,,,1981,N,Y,,4,Ethnic Religions
