,ID3ROG3,Latitude,Longitude,PeopleID3,ROG3,ROL3,ROL4,Language,LanguageDialect,LanguageRank,Speakers,NbrPGICs,JPScale,LeastReached,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID,RLG3,PrimaryReligion
2941,16211IN,24.469707,94.066688,16211,IN,acm,0,"Arabic, Mesopotamian Spoken","Arabic, Mesopotamian Spoken",S,13,31,1,Y,4,NA,2005,Yes,Y,Y,NA,6,Islam
2942,16211IN,24.469707,94.066688,16211,IN,bhb,0,Bhili,Bhili,S,1,122,1,Y,4,NA,1930,1916-1996,Y,Y,NA,5,Hinduism
2943,16211IN,24.469707,94.066688,16211,IN,der,0,Deori,Deori,S,5,23,1,Y,3,NA,NA,2018,Y,Y,NA,5,Hinduism
2944,16211IN,24.469707,94.066688,16211,IN,lep,0,Lepcha,Lepcha,S,4,23,3,N,4,NA,1989,1845-1989,Y,Y,NA,2,Buddhism
2945,16211IN,24.469707,94.066688,16211,IN,nkf,14523,"Naga, Inpui","Naga, Inpui: Naga, Kabui",S,22,62,3,N,4,NA,2011,2000,N,N,NA,1,Christianity
2946,16211IN,24.469707,94.066688,16211,IN,pnb,0,"Punjabi, Western","Punjabi, Western",S,1,784,1,Y,4,NA,1819-1952,1885-1922,Y,Y,NA,6,Islam
2947,16211IN,24.469707,94.066688,16211,IN,sbn,0,Sindhi Bhil,Sindhi Bhil,S,1,14,2,N,1,NA,NA,NA,N,Y,NA,6,Islam
2948,16215IN,19.91671431,77.90433836,16215,IN,anr,0,Andh,Andh,S,121142,1,1,Y,2,NA,NA,NA,N,Y,NA,5,Hinduism
2949,16215IN,19.91671431,77.90433836,16215,IN,bhb,0,Bhili,Bhili,S,44,122,1,Y,4,NA,1930,1916-1996,Y,Y,NA,5,Hinduism
2950,16215IN,19.91671431,77.90433836,16215,IN,esg,0,"Gondi, Aheri","Gondi, Aheri",S,47,37,1,Y,4,NA,2021,1962-2019,Y,Y,NA,5,Hinduism
2951,16215IN,19.91671431,77.90433836,16215,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,122,118,1,Y,4,NA,1994-1996,1872-1987,Y,Y,NA,5,Hinduism
2952,16215IN,19.91671431,77.90433836,16215,IN,hlb,0,Halbi,Halbi,S,4,78,1,Y,4,NA,2002-2017,1989-1998,Y,Y,NA,5,Hinduism
2953,16215IN,19.91671431,77.90433836,16215,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,15,464,1,Y,4,NA,2005-2014,1904-1952,Y,Y,hne,5,Hinduism
2954,16215IN,19.91671431,77.90433836,16215,IN,kfb,0,"Kolami, Northwestern","Kolami, Northwestern",S,117,30,1,Y,4,NA,2005-2006,Yes,Y,Y,NA,5,Hinduism
2955,16215IN,19.91671431,77.90433836,16215,IN,kff,0,Koya,Koya,S,1,78,1,Y,4,NA,1997-2016,1882-1889,Y,Y,NA,5,Hinduism
2956,16215IN,19.91671431,77.90433836,16215,IN,kfq,0,Korku,Korku,S,26,49,1,Y,4,NA,2018,1900-1981,Y,Y,NA,5,Hinduism
2957,16215IN,19.91671431,77.90433836,16215,IN,kfr,0,Kacchi,Kacchi,S,2,249,1,Y,4,NA,2010-2013,2013,Y,Y,NA,5,Hinduism
2958,16215IN,19.91671431,77.90433836,16215,IN,khn,0,Khandesi,Khandesi,S,38,212,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism
2959,16215IN,19.91671431,77.90433836,16215,IN,tcy,0,Tulu,Tulu,S,1,239,2,N,4,NA,1847-2010,1842-1912,Y,Y,NA,5,Hinduism
2960,16215IN,19.91671431,77.90433836,16215,IN,wsg,0,"Gondi, Adilabad","Gondi, Adilabad",S,46,34,1,Y,4,NA,2018,1962,Y,N,NA,5,Hinduism
2961,16219IN,26.14197479,93.93513207,16219,IN,acm,0,"Arabic, Mesopotamian Spoken","Arabic, Mesopotamian Spoken",S,1,31,1,Y,4,NA,2005,Yes,Y,Y,NA,6,Islam
2962,16219IN,26.14197479,93.93513207,16219,IN,bhb,0,Bhili,Bhili,S,4,122,1,Y,4,NA,1930,1916-1996,Y,Y,NA,5,Hinduism
2963,16219IN,26.14197479,93.93513207,16219,IN,dis,0,Dimasa,Dimasa,S,9,34,3,N,4,NA,2005-2019,1905-1908,Y,Y,1010,5,Hinduism
2964,16219IN,26.14197479,93.93513207,16219,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,4,118,1,Y,4,NA,1994-1996,1872-1987,Y,Y,NA,5,Hinduism
2965,16219IN,26.14197479,93.93513207,16219,IN,nkf,14523,"Naga, Inpui","Naga, Inpui: Naga, Kabui",S,56,62,3,N,4,NA,2011,2000,N,N,NA,1,Christianity
2966,16219IN,26.14197479,93.93513207,16219,IN,nkh,0,"Naga, Khezha","Naga, Khezha",S,20,34,3,N,3,NA,NA,2016,Y,Y,NA,1,Christianity
2967,16219IN,26.14197479,93.93513207,16219,IN,nri,0,"Naga, Chokri","Naga, Chokri",S,374,28,3,N,4,NA,2015,Yes,Y,Y,nri,1,Christianity
2968,16219IN,26.14197479,93.93513207,16219,IN,rah,0,Rabha,Rabha,S,2,40,3,N,4,NA,2000,1909-1986,Y,Y,NA,5,Hinduism
2969,10327IN,12.97546262,77.59640452,10327,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,50,149,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism
2970,10327IN,12.97546262,77.59640452,10327,IN,gbm,0,Garhwali,Garhwali,S,120,350,1,Y,4,NA,1827-1994,1876-1966,Y,Y,NA,5,Hinduism
2971,10327IN,12.97546262,77.59640452,10327,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,270,464,1,Y,4,NA,2005-2014,1904-1952,Y,Y,hne,5,Hinduism
2972,10327IN,12.97546262,77.59640452,10327,IN,kfy,0,Kumaoni,Kumaoni,S,270,327,1,Y,4,NA,1825,1825-2007,Y,Y,NA,5,Hinduism
2973,10327IN,12.97546262,77.59640452,10327,IN,rwr,0,Marwari,Marwari,S,50,487,1,Y,4,NA,1820-1821,1815-1867,Y,Y,NA,5,Hinduism
2974,10327IN,12.97546262,77.59640452,10327,IN,xnr,0,Kangri,Kangri,S,40,251,1,Y,4,NA,2017,1969-2007,Y,Y,NA,5,Hinduism
2975,16221IN,29.67262187,78.91067316,16221,IN,anp,0,Angika,Angika,S,2000,204,1,Y,3,NA,NA,2010-2011,Y,Y,NA,5,Hinduism
2976,16221IN,29.67262187,78.91067316,16221,IN,bfy,0,Bagheli,Bagheli,S,2540,214,1,Y,4,NA,1821-2020,Yes,Y,Y,NA,5,Hinduism
2977,16221IN,29.67262187,78.91067316,16221,IN,bgq,0,Bagri,Bagri,S,360,478,1,Y,4,NA,2014-2019,2001-2013,Y,Y,NA,5,Hinduism
2978,16221IN,29.67262187,78.91067316,16221,IN,bho,0,Bhojpuri,Bhojpuri,S,806510,538,1,Y,4,NA,1998-2007,1911-1982,Y,Y,NA,5,Hinduism
2979,16221IN,29.67262187,78.91067316,16221,IN,bht,0,Bhattiyali,Bhattiyali,S,400,78,1,Y,4,NA,2020,2019,Y,Y,NA,5,Hinduism
2980,16221IN,29.67262187,78.91067316,16221,IN,bjj,0,Kanauji,Kanauji,S,13280,337,1,Y,4,NA,1821,Yes,Y,Y,NA,5,Hinduism
2981,16221IN,29.67262187,78.91067316,16221,IN,bns,0,Bundeli,Bundeli,S,910,319,1,Y,4,NA,2010,Yes,Y,Y,NA,5,Hinduism
2982,16221IN,29.67262187,78.91067316,16221,IN,bra,0,Braj Bhasha,Braj Bhasha,S,930,192,1,Y,4,NA,1824-1999,1822,Y,Y,NA,5,Hinduism
2983,16221IN,29.67262187,78.91067316,16221,IN,cdh,0,Chambeali,Chambeali,S,70,100,1,Y,4,NA,2017,1883-1979,Y,Y,NA,5,Hinduism
2984,16221IN,29.67262187,78.91067316,16221,IN,cdj,0,Churahi,Churahi,S,330,46,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism
2985,16221IN,29.67262187,78.91067316,16221,IN,dhd,0,Dhundari,Dhundari,S,1800,355,1,Y,4,NA,2017,2014,Y,Y,NA,5,Hinduism
2986,16221IN,29.67262187,78.91067316,16221,IN,gbm,0,Garhwali,Garhwali,S,5350,350,1,Y,4,NA,1827-1994,1876-1966,Y,Y,NA,5,Hinduism
2987,16221IN,29.67262187,78.91067316,16221,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,590,464,1,Y,4,NA,2005-2014,1904-1952,Y,Y,hne,5,Hinduism
2988,16221IN,29.67262187,78.91067316,16221,IN,hoj,18802,Haroti,Haroti: Harauti,S,3290,152,1,Y,4,NA,1821-1822,Yes,Y,Y,NA,5,Hinduism
2989,16221IN,29.67262187,78.91067316,16221,IN,kfr,0,Kacchi,Kacchi,S,300,249,1,Y,4,NA,2010-2013,2013,Y,Y,NA,5,Hinduism
2990,16221IN,29.67262187,78.91067316,16221,IN,kfy,0,Kumaoni,Kumaoni,S,6715,327,1,Y,4,NA,1825,1825-2007,Y,Y,NA,5,Hinduism
2991,16221IN,29.67262187,78.91067316,16221,IN,mag,0,Magahi,Magahi,S,8700,274,1,Y,4,NA,1818-2016,1890-2009,Y,Y,NA,5,Hinduism
2992,16221IN,29.67262187,78.91067316,16221,IN,mai,0,Maithili,Maithili,S,66410,408,1,Y,4,NA,1986-2010,Yes,Y,Y,1302,5,Hinduism
2993,16221IN,29.67262187,78.91067316,16221,IN,mjl,0,Mandeali,Mandeali,S,250,169,1,Y,4,NA,2017,1970,Y,Y,2769,5,Hinduism
2994,16221IN,29.67262187,78.91067316,16221,IN,mtr,0,Mewari,Mewari,S,480,289,1,Y,4,NA,2021,1815,Y,Y,NA,5,Hinduism
2995,16221IN,29.67262187,78.91067316,16221,IN,mup,0,Malvi,Malvi,S,840,294,1,Y,4,NA,1826-2015,Yes,Y,Y,NA,5,Hinduism
2996,16221IN,29.67262187,78.91067316,16221,IN,rwr,0,Marwari,Marwari,S,6310,487,1,Y,4,NA,1820-1821,1815-1867,Y,Y,NA,5,Hinduism
2997,16221IN,29.67262187,78.91067316,16221,IN,sck,0,Sadri,Sadri,S,190,112,1,Y,4,NA,1931-2016,1907-1919,Y,Y,NA,5,Hinduism
2998,16221IN,29.67262187,78.91067316,16221,IN,swv,0,Shekhawati,Shekhawati,S,280,251,1,Y,4,NA,2017-2021,2015,Y,Y,NA,5,Hinduism
2999,16221IN,29.67262187,78.91067316,16221,IN,tcy,0,Tulu,Tulu,S,120,239,2,N,4,NA,1847-2010,1842-1912,Y,Y,NA,5,Hinduism
3000,16221IN,29.67262187,78.91067316,16221,IN,xnr,0,Kangri,Kangri,S,350,251,1,Y,4,NA,2017,1969-2007,Y,Y,NA,5,Hinduism
3001,16223IN,26.79483968,95.05254889,16223,IN,dgo,0,Dogri,Dogri,S,1,259,1,Y,4,NA,1826-2017,1883-1971,Y,Y,NA,5,Hinduism
3002,16223IN,26.79483968,95.05254889,16223,IN,dis,0,Dimasa,Dimasa,S,1,34,3,N,4,NA,2005-2019,1905-1908,Y,Y,1010,5,Hinduism
3003,16223IN,26.79483968,95.05254889,16223,IN,gau,0,"Gadaba, Mudhili","Gadaba, Mudhili",S,1,22,1,Y,4,NA,2019,2016,Y,Y,NA,5,Hinduism
3004,16223IN,26.79483968,95.05254889,16223,IN,gno,0,"Gondi, Northern","Gondi, Northern",S,3,118,1,Y,4,NA,1994-1996,1872-1987,Y,Y,NA,5,Hinduism
3005,16223IN,26.79483968,95.05254889,16223,IN,hlb,0,Halbi,Halbi,S,1,78,1,Y,4,NA,2002-2017,1989-1998,Y,Y,NA,5,Hinduism
3006,16223IN,26.79483968,95.05254889,16223,IN,hoc,0,Ho,Ho,S,20,109,1,Y,4,NA,1991-1997,1915-1987,Y,Y,NA,9,Unknown
3007,16223IN,26.79483968,95.05254889,16223,IN,jun,0,Juang,Juang,S,1,43,1,Y,4,NA,2016,Yes,Y,Y,NA,5,Hinduism
3008,16223IN,26.79483968,95.05254889,16223,IN,kfq,0,Korku,Korku,S,12,49,1,Y,4,NA,2018,1900-1981,Y,Y,NA,5,Hinduism
3009,16223IN,26.79483968,95.05254889,16223,IN,khn,0,Khandesi,Khandesi,S,6,212,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism
3010,16223IN,26.79483968,95.05254889,16223,IN,khr,0,Kharia,Kharia,S,4,97,3,N,4,NA,1992,1951,Y,Y,NA,1,Christianity
3011,16223IN,26.79483968,95.05254889,16223,IN,lax,0,Tiwa,Tiwa,S,3,24,3,N,4,NA,1972,Yes,N,Y,NA,5,Hinduism
3012,16223IN,26.79483968,95.05254889,16223,IN,mhu,0,Digaro-Mishmi,Digaro-Mishmi,S,50,43,3,N,3,NA,NA,2017,Y,Y,NA,5,Hinduism
3013,16223IN,26.79483968,95.05254889,16223,IN,mrg,0,Mising,Mising,S,1,41,1,Y,4,NA,2001,Yes,Y,Y,1078,5,Hinduism
3014,16223IN,26.79483968,95.05254889,16223,IN,njb,0,"Naga, Nocte","Naga, Nocte",S,550,34,3,N,4,NA,2010,Yes,N,Y,1051,1,Christianity
3015,16223IN,26.79483968,95.05254889,16223,IN,nkf,14523,"Naga, Inpui","Naga, Inpui: Naga, Kabui",S,3,62,3,N,4,NA,2011,2000,N,N,NA,1,Christianity
3016,16223IN,26.79483968,95.05254889,16223,IN,nkh,0,"Naga, Khezha","Naga, Khezha",S,2,34,3,N,3,NA,NA,2016,Y,Y,NA,1,Christianity
3017,16223IN,26.79483968,95.05254889,16223,IN,nri,0,"Naga, Chokri","Naga, Chokri",S,58,28,3,N,4,NA,2015,Yes,Y,Y,nri,1,Christianity
3018,16223IN,26.79483968,95.05254889,16223,IN,tcy,0,Tulu,Tulu,S,5,239,2,N,4,NA,1847-2010,1842-1912,Y,Y,NA,5,Hinduism
3019,16223IN,26.79483968,95.05254889,16223,IN,unx,0,Munda,Munda,S,1,132,3,N,4,NA,2020,2017,Y,Y,NA,5,Hinduism
3020,16226IN,27.80760812,81.13295974,16226,IN,bho,0,Bhojpuri,Bhojpuri,S,150,538,1,Y,4,NA,1998-2007,1911-1982,Y,Y,NA,5,Hinduism
3021,16226IN,27.80760812,81.13295974,16226,IN,bjj,0,Kanauji,Kanauji,S,2400,337,1,Y,4,NA,1821,Yes,Y,Y,NA,5,Hinduism
3022,10375IN,13.4536381,75.08641398,10375,IN,acm,0,"Arabic, Mesopotamian Spoken","Arabic, Mesopotamian Spoken",P,2938,31,1,Y,4,NA,2005,Yes,Y,Y,NA,6,Islam
3023,16951IN,30.75863356,77.09337857,16951,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,100,149,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism
3024,16951IN,30.75863356,77.09337857,16951,IN,bgc,0,Haryanvi,Haryanvi,S,17720,349,1,Y,4,NA,2017-2020,2001,Y,Y,NA,5,Hinduism
3025,16951IN,30.75863356,77.09337857,16951,IN,bgq,0,Bagri,Bagri,S,2280,478,1,Y,4,NA,2014-2019,2001-2013,Y,Y,NA,5,Hinduism
3026,16951IN,30.75863356,77.09337857,16951,IN,cdh,0,Chambeali,Chambeali,S,40,100,1,Y,4,NA,2017,1883-1979,Y,Y,NA,5,Hinduism
3027,16951IN,30.75863356,77.09337857,16951,IN,kfs,0,Bilaspuri,Bilaspuri,S,90,157,1,Y,4,NA,2017,Yes,N,Y,NA,5,Hinduism
3028,16951IN,30.75863356,77.09337857,16951,IN,kfx,0,"Pahari, Kullu","Pahari, Kullu",S,30,105,1,Y,4,NA,2017,1932-1998,Y,Y,NA,5,Hinduism
3029,16951IN,30.75863356,77.09337857,16951,IN,kfy,0,Kumaoni,Kumaoni,S,780,327,1,Y,4,NA,1825,1825-2007,Y,Y,NA,5,Hinduism
3030,16951IN,30.75863356,77.09337857,16951,IN,mjl,0,Mandeali,Mandeali,S,295,169,1,Y,4,NA,2017,1970,Y,Y,2769,5,Hinduism
3031,16951IN,30.75863356,77.09337857,16951,IN,skr,0,Saraiki,Saraiki,S,910,862,1,Y,3,NA,NA,1888-2009,Y,Y,NA,6,Islam
3032,16951IN,30.75863356,77.09337857,16951,IN,xnr,0,Kangri,Kangri,S,840,251,1,Y,4,NA,2017,1969-2007,Y,Y,NA,5,Hinduism
3033,16228IN,29.071116,80.095273,16228,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,10,149,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism
3034,16228IN,29.071116,80.095273,16228,IN,bgq,0,Bagri,Bagri,S,190,478,1,Y,4,NA,2014-2019,2001-2013,Y,Y,NA,5,Hinduism
3035,16228IN,29.071116,80.095273,16228,IN,bhd,0,Bhadrawahi,Bhadrawahi,S,130,69,1,Y,4,NA,2017,Yes,Y,Y,NA,6,Islam
3036,16228IN,29.071116,80.095273,16228,IN,dgo,0,Dogri,Dogri,S,2350,259,1,Y,4,NA,1826-2017,1883-1971,Y,Y,NA,5,Hinduism
3037,16228IN,29.071116,80.095273,16228,IN,gbm,0,Garhwali,Garhwali,S,330,350,1,Y,4,NA,1827-1994,1876-1966,Y,Y,NA,5,Hinduism
3038,16228IN,29.071116,80.095273,16228,IN,kfy,0,Kumaoni,Kumaoni,S,2130,327,1,Y,4,NA,1825,1825-2007,Y,Y,NA,5,Hinduism
3039,16228IN,29.071116,80.095273,16228,IN,mjl,0,Mandeali,Mandeali,S,80,169,1,Y,4,NA,2017,1970,Y,Y,2769,5,Hinduism
3040,16228IN,29.071116,80.095273,16228,IN,xnr,0,Kangri,Kangri,S,220,251,1,Y,4,NA,2017,1969-2007,Y,Y,NA,5,Hinduism
3041,18158IN,31.9564332,75.13939806,18158,IN,bgq,0,Bagri,Bagri,S,230,478,1,Y,4,NA,2014-2019,2001-2013,Y,Y,NA,5,Hinduism
3042,18158IN,31.9564332,75.13939806,18158,IN,pnb,0,"Punjabi, Western","Punjabi, Western",S,60,784,1,Y,4,NA,1819-1952,1885-1922,Y,Y,NA,6,Islam
3043,18158IN,31.9564332,75.13939806,18158,IN,skr,0,Saraiki,Saraiki,S,285,862,1,Y,3,NA,NA,1888-2009,Y,Y,NA,6,Islam
3044,16229IN,27.50433903,80.18527098,16229,IN,bfy,0,Bagheli,Bagheli,S,13107,214,1,Y,4,NA,1821-2020,Yes,Y,Y,NA,5,Hinduism
3045,16229IN,27.50433903,80.18527098,16229,IN,bho,0,Bhojpuri,Bhojpuri,S,3470,538,1,Y,4,NA,1998-2007,1911-1982,Y,Y,NA,5,Hinduism
3046,16229IN,27.50433903,80.18527098,16229,IN,bjj,0,Kanauji,Kanauji,S,67280,337,1,Y,4,NA,1821,Yes,Y,Y,NA,5,Hinduism
3047,16229IN,27.50433903,80.18527098,16229,IN,bns,0,Bundeli,Bundeli,S,7500,319,1,Y,4,NA,2010,Yes,Y,Y,NA,5,Hinduism
3048,16229IN,27.50433903,80.18527098,16229,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,8442,464,1,Y,4,NA,2005-2014,1904-1952,Y,Y,hne,5,Hinduism
3049,16229IN,27.50433903,80.18527098,16229,IN,kfy,0,Kumaoni,Kumaoni,S,200,327,1,Y,4,NA,1825,1825-2007,Y,Y,NA,5,Hinduism
3050,16229IN,27.50433903,80.18527098,16229,IN,mup,0,Malvi,Malvi,S,190,294,1,Y,4,NA,1826-2015,Yes,Y,Y,NA,5,Hinduism
3051,16230IN,11.56269042,76.20466141,16230,IN,aaf,0,Aranadan,Aranadan,P,269,1,1,Y,1,NA,NA,NA,N,Y,NA,5,Hinduism
3052,16250IN,9.65086908,76.6730928,16250,IN,tcy,0,Tulu,Tulu,S,300,239,2,N,4,NA,1847-2010,1842-1912,Y,Y,NA,5,Hinduism
3053,16235IN,33.9121,76.54067,16235,IN,bft,0,Balti,Balti,P,80,55,1,Y,3,NA,NA,1903-1981,Y,Y,NA,6,Islam
3054,17559IN,26.56797883,93.47767635,17559,IN,ajz,0,Amri Karbi,Amri Karbi,S,42916,21,2,N,4,NA,2010-2014,Yes,Y,N,ajz,5,Hinduism
3055,17559IN,26.56797883,93.47767635,17559,IN,bhb,0,Bhili,Bhili,S,12,122,1,Y,4,NA,1930,1916-1996,Y,Y,NA,5,Hinduism
3056,17559IN,26.56797883,93.47767635,17559,IN,dis,0,Dimasa,Dimasa,S,246,34,3,N,4,NA,2005-2019,1905-1908,Y,Y,1010,5,Hinduism
3057,17559IN,26.56797883,93.47767635,17559,IN,kff,0,Koya,Koya,S,1,78,1,Y,4,NA,1997-2016,1882-1889,Y,Y,NA,5,Hinduism
3058,17559IN,26.56797883,93.47767635,17559,IN,kfq,0,Korku,Korku,S,13,49,1,Y,4,NA,2018,1900-1981,Y,Y,NA,5,Hinduism
3059,17559IN,26.56797883,93.47767635,17559,IN,khr,0,Kharia,Kharia,S,48,97,3,N,4,NA,1992,1951,Y,Y,NA,1,Christianity
3060,17559IN,26.56797883,93.47767635,17559,IN,kxv,0,Kuvi,Kuvi,S,5,155,2,N,4,NA,1987-2020,1916-1962,Y,Y,NA,5,Hinduism
3061,17559IN,26.56797883,93.47767635,17559,IN,lax,0,Tiwa,Tiwa,S,51,24,3,N,4,NA,1972,Yes,N,Y,NA,5,Hinduism
3062,17559IN,26.56797883,93.47767635,17559,IN,mhu,0,Digaro-Mishmi,Digaro-Mishmi,S,5,43,3,N,3,NA,NA,2017,Y,Y,NA,5,Hinduism
3063,17559IN,26.56797883,93.47767635,17559,IN,mrg,0,Mising,Mising,S,30,41,1,Y,4,NA,2001,Yes,Y,Y,1078,5,Hinduism
3064,17559IN,26.56797883,93.47767635,17559,IN,nkf,14523,"Naga, Inpui","Naga, Inpui: Naga, Kabui",S,202,62,3,N,4,NA,2011,2000,N,N,NA,1,Christianity
3065,17559IN,26.56797883,93.47767635,17559,IN,nkh,0,"Naga, Khezha","Naga, Khezha",S,5,34,3,N,3,NA,NA,2016,Y,Y,NA,1,Christianity
3066,17559IN,26.56797883,93.47767635,17559,IN,nri,0,"Naga, Chokri","Naga, Chokri",S,12,28,3,N,4,NA,2015,Yes,Y,Y,nri,1,Christianity
3067,17559IN,26.56797883,93.47767635,17559,IN,onp,0,Sartang,Sartang,S,8,50,2,N,2,NA,NA,NA,N,Y,NA,2,Buddhism
3068,17559IN,26.56797883,93.47767635,17559,IN,rah,0,Rabha,Rabha,S,20,40,3,N,4,NA,2000,1909-1986,Y,Y,NA,5,Hinduism
3069,17559IN,26.56797883,93.47767635,17559,IN,unx,0,Munda,Munda,S,48,132,3,N,4,NA,2020,2017,Y,Y,NA,5,Hinduism
3070,16239IN,29.25953847,76.40288149,16239,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,19220,149,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism
3071,16239IN,29.25953847,76.40288149,16239,IN,bgc,0,Haryanvi,Haryanvi,S,174470,349,1,Y,4,NA,2017-2020,2001,Y,Y,NA,5,Hinduism
3072,16239IN,29.25953847,76.40288149,16239,IN,bgq,0,Bagri,Bagri,S,22260,478,1,Y,4,NA,2014-2019,2001-2013,Y,Y,NA,5,Hinduism
3073,16239IN,29.25953847,76.40288149,16239,IN,bhd,0,Bhadrawahi,Bhadrawahi,S,40,69,1,Y,4,NA,2017,Yes,Y,Y,NA,6,Islam
3074,16239IN,29.25953847,76.40288149,16239,IN,bht,0,Bhattiyali,Bhattiyali,S,8620,78,1,Y,4,NA,2020,2019,Y,Y,NA,5,Hinduism
3075,16239IN,29.25953847,76.40288149,16239,IN,bra,0,Braj Bhasha,Braj Bhasha,S,580,192,1,Y,4,NA,1824-1999,1822,Y,Y,NA,5,Hinduism
3076,16239IN,29.25953847,76.40288149,16239,IN,cdh,0,Chambeali,Chambeali,S,5530,100,1,Y,4,NA,2017,1883-1979,Y,Y,NA,5,Hinduism
3077,16239IN,29.25953847,76.40288149,16239,IN,cdj,0,Churahi,Churahi,S,3500,46,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism
3078,16239IN,29.25953847,76.40288149,16239,IN,dgo,0,Dogri,Dogri,S,7270,259,1,Y,4,NA,1826-2017,1883-1971,Y,Y,NA,5,Hinduism
3079,16239IN,29.25953847,76.40288149,16239,IN,gbm,0,Garhwali,Garhwali,S,950,350,1,Y,4,NA,1827-1994,1876-1966,Y,Y,NA,5,Hinduism
3080,16239IN,29.25953847,76.40288149,16239,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,60,464,1,Y,4,NA,2005-2014,1904-1952,Y,Y,hne,5,Hinduism
3081,16239IN,29.25953847,76.40288149,16239,IN,kfk,0,Kinnauri,Kinnauri,S,40,50,1,Y,4,NA,2017,1909-1917,Y,Y,NA,5,Hinduism
3082,16239IN,29.25953847,76.40288149,16239,IN,kfr,0,Kacchi,Kacchi,S,2450,249,1,Y,4,NA,2010-2013,2013,Y,Y,NA,5,Hinduism
3083,16239IN,29.25953847,76.40288149,16239,IN,kfs,0,Bilaspuri,Bilaspuri,S,11000,157,1,Y,4,NA,2017,Yes,N,Y,NA,5,Hinduism
3084,16239IN,29.25953847,76.40288149,16239,IN,kfx,0,"Pahari, Kullu","Pahari, Kullu",S,330,105,1,Y,4,NA,2017,1932-1998,Y,Y,NA,5,Hinduism
3085,16239IN,29.25953847,76.40288149,16239,IN,kfy,0,Kumaoni,Kumaoni,S,180,327,1,Y,4,NA,1825,1825-2007,Y,Y,NA,5,Hinduism
3086,16239IN,29.25953847,76.40288149,16239,IN,mjl,0,Mandeali,Mandeali,S,32780,169,1,Y,4,NA,2017,1970,Y,Y,2769,5,Hinduism
3087,16239IN,29.25953847,76.40288149,16239,IN,pnb,0,"Punjabi, Western","Punjabi, Western",S,864,784,1,Y,4,NA,1819-1952,1885-1922,Y,Y,NA,6,Islam
3088,16239IN,29.25953847,76.40288149,16239,IN,rwr,0,Marwari,Marwari,S,280,487,1,Y,4,NA,1820-1821,1815-1867,Y,Y,NA,5,Hinduism
3089,16239IN,29.25953847,76.40288149,16239,IN,skr,0,Saraiki,Saraiki,S,7220,862,1,Y,3,NA,NA,1888-2009,Y,Y,NA,6,Islam
3090,16239IN,29.25953847,76.40288149,16239,IN,swv,0,Shekhawati,Shekhawati,S,80,251,1,Y,4,NA,2017-2021,2015,Y,Y,NA,5,Hinduism
3091,16239IN,29.25953847,76.40288149,16239,IN,xnr,0,Kangri,Kangri,S,74890,251,1,Y,4,NA,2017,1969-2007,Y,Y,NA,5,Hinduism
3092,16241IN,32.04630312,74.93299604,16241,IN,bfz,0,"Pahari, Mahasu","Pahari, Mahasu",S,10,149,1,Y,4,NA,2017,Yes,Y,Y,NA,5,Hinduism
3093,16241IN,32.04630312,74.93299604,16241,IN,bgc,0,Haryanvi,Haryanvi,S,2120,349,1,Y,4,NA,2017-2020,2001,Y,Y,NA,5,Hinduism
3094,16241IN,32.04630312,74.93299604,16241,IN,bgq,0,Bagri,Bagri,S,6660,478,1,Y,4,NA,2014-2019,2001-2013,Y,Y,NA,5,Hinduism
3095,16241IN,32.04630312,74.93299604,16241,IN,dgo,0,Dogri,Dogri,S,60,259,1,Y,4,NA,1826-2017,1883-1971,Y,Y,NA,5,Hinduism
3096,16241IN,32.04630312,74.93299604,16241,IN,gbm,0,Garhwali,Garhwali,S,410,350,1,Y,4,NA,1827-1994,1876-1966,Y,Y,NA,5,Hinduism
3097,16241IN,32.04630312,74.93299604,16241,IN,hne,0,Chhattisgarhi,Chhattisgarhi,S,20,464,1,Y,4,NA,2005-2014,1904-1952,Y,Y,hne,5,Hinduism
3098,16241IN,32.04630312,74.93299604,16241,IN,kfs,0,Bilaspuri,Bilaspuri,S,40,157,1,Y,4,NA,2017,Yes,N,Y,NA,5,Hinduism
